API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42389363120000,"CENTENNIAL RESOURCE PRODUCTION, LLC",PREWITT,U40H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,3/1/2018,4177,2150,2846,,17,0,135,69,2150,4177,,,,,,,,,,,,,,,,,,,,,0,0,,0,2150,4177,,,,,,,,,1942.791,1940,514.723,0,514.7,4177,1,2150,1,2846,1,17,1,,,,,,1,1,1,(N/A),(N/A),P830306,11/24/2017,11000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3854055,-103.4935513,"CENTENNIAL RESOURCE PROD, LLC",2150,4177,,-204513
42389362410000,"RESOLUTE NATURAL RES. CO., LLC",RANGER,U06SL,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,163,53,80,,0,0,5,2,53,163,,,,,,,,,,,,,,,,,,,,,0,0,,0,53,163,,,,,,,,,3075.472,3080,325.153,0,325.2,163,1,53,1,80,1,0,1,,,,,,1,1,1,(N/A),(N/A),P829475,10/14/2017,20830,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6645394,-103.701862,"RESOLUTE NATURAL RES. CO., LLC",53,163,,-204480
42389362400000,"RESOLUTE NATURAL RES. CO., LLC",RANGER,C205SL,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,1300,461,678,,4,0,43,15,461,1300,,,,,,,,,,,,,,,,,,,,,0,0,,0,461,1300,,,,,,,,,2819.957,2820,354.615,0,354.6,1300,1,461,1,678,1,4,1,,,,,,1,1,1,(N/A),(N/A),P829474,11/26/2017,21645,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6646794,-103.7020621,"RESOLUTE NATURAL RES. CO., LLC",461,1300,,-204478
42389366190000,"PRI OPERATING, LLC",NYALA UNIT 9D,5H,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2018,4/1/2018,0,404,404,,2,0,0,13,404,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,404,0,,,,,,,,,0,0,,0,,0,,404,1,404,1,2,1,,,,,,1,1,1,(N/A),(N/A),P833873,1/15/2018,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.235941,-103.2063436,"PRI OPERATING, LLC",404,0,,-204453
42389366730000,"PRI OPERATING, LLC",REEDBUCK STATE UNIT 25,3H,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2018,4/1/2018,63,6200,6211,,37,0,2,207,6200,63,,,,,,,,,,,,,,,,,,,,,0,0,,0,6200,63,,,,,,,,,10.161,10,98412.698,0,98412.7,63,1,6200,1,6211,1,37,1,,,,,,1,1,1,(N/A),(N/A),P834553,1/18/2018,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2001519,-103.2570455,"PRI OPERATING, LLC",6200,63,,-204442
42389357940000,CIMAREX ENERGY COMPANY,BIG SKY STATE 55-16 UNIT,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,12/1/2017,4/1/2018,479158,139926,219786,,1319,1,3173,927,21483,70308,,,,,,,,,,,,,,,,,,,,,1117,3963,10663355,1777,23805,82960,,,,,,,,3550,3424.367,3420,292.025,281.8,286.9,122844,2,34620,2,55094,2,331,2,,,,,,1,1,5,(N/A),(N/A),P38935794,8/14/2017,20685,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5933797,-103.799365,CIMAREX ENERGY CO.,139926,479158,,-204440
42389363560000,EOG RESOURCES INCORPORATED,STATE STREET 20-29 B UNIT,5H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,67913,12095,23414,,140,0,2264,403,12095,67913,,,,,,,,,,,,,,,,,,,,,0,0,,0,12095,67913,,,,,,,,,5614.965,5610,178.096,0,178.1,67913,1,12095,1,23414,1,140,1,,,,,,1,1,1,(N/A),(N/A),P830844,3/9/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5829192,-103.8748678,"EOG RESOURCES, INC.",12095,67913,,-204411
42389357290000,"OCCIDENTAL ENERGY COMPANY,INC.",COLLIE A EAST,N13H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,66636,48153,59259,,356,0,1092,789,12296,18972,,,,,,,,,,,,,,,,,,,,,1195,1589,8760200,1460,35857,47664,,,,,,,,1330,1383.839,1380,722.627,752.3,752.3,47664,2,35857,2,43801,2,263,2,,,,,,1,1,2,(N/A),(N/A),P823409,11/5/2017,21057,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3971254,-103.4556502,OXY USA INC.,48153,66636,,-204407
42389363130000,"CENTENNIAL RESOURCE PRODUCTION, LLC",PREWITT,U49H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,3/1/2018,3186,1362,1893,,11,0,103,44,1362,3186,,,,,,,,,,,,,,,,,,,,,0,0,,0,1362,3186,,,,,,,,,2339.207,2340,427.495,0,427.5,3186,1,1362,1,1893,1,11,1,,,,,,1,1,1,(N/A),(N/A),P830307,1/3/2018,11000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3853955,-103.4934513,"CENTENNIAL RESOURCE PROD, LLC",1362,3186,,-204404
42389364140000,"BTA OIL PRODUCERS, LLC",ARPENT 25 #1H,0,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,53210,23102,31970,,192,0,1774,770,23102,53210,,,,,,,,,,,,,,,,,,,,,0,0,,0,23102,53210,,,,,,,,,2303.264,2300,434.167,0,434.2,53210,1,23102,1,31970,1,192,1,,,,,,1,1,1,(N/A),(N/A),P831222,12/8/2017,10900,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6909892,-103.6606608,"BTA OIL PRODUCERS, LLC",23102,53210,,-204391
42389358210000,EOG RESOURCES INCORPORATED,STATE STREET 20-29 B UNIT,3H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,46131,8592,16281,,98,0,1538,286,8592,46131,,,,,,,,,,,,,,,,,,,,,0,0,,0,8592,46131,,,,,,,,,5369.064,5370,186.252,0,186.3,46131,1,8592,1,16281,1,98,1,,,,,,1,1,1,(N/A),(N/A),P824666,10/19/2017,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5829793,-103.8706676,"EOG RESOURCES, INC.",8592,46131,,-204386
42389358270000,CIMAREX ENERGY COMPANY,DIXIELAND STATE 55-6 WEST UNIT,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,2/1/2018,4/1/2018,352135,105217,163906,,983,1,3957,1182,18438,57563,,,,,,,,,,,,,,,,,,,,,1389,4663,12995419,2166,43729,150014,,,,,,,,3360,3346.75,3350,298.797,297.8,291.5,150014,3,43729,3,68731,3,412,3,,,,,,1,1,3,(N/A),(N/A),P38935827,10/12/2017,11403,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6517291,-103.7866651,CIMAREX ENERGY CO.,105217,352135,,-204377
42389366070000,"PRI OPERATING, LLC",NYALA UNIT 9C,4H,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2018,4/1/2018,5073,10485,11331,,68,0,169,350,10485,5073,,,,,,,,,,,,,,,,,,,,,0,0,,0,10485,5073,,,,,,,,,483.834,480,2066.824,0,2066.8,5073,1,10485,1,11331,1,68,1,,,,,,1,1,1,(N/A),(N/A),P833704,1/30/2018,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2361009,-103.217344,"PRI OPERATING, LLC",10485,5073,,-204362
42389358990000,"NOBLE ENERGY, INC.",SAM PREWITT 255-256 UNIT A,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2018,4/1/2018,4799,3492,4292,,26,0,160,116,3492,4799,,,,,,,,,,,,,,,,,,,,,0,0,,0,3492,4799,,,,,,,,,1374.284,1370,727.652,0,727.7,4799,1,3492,1,4292,1,26,1,,,,,,1,1,1,(N/A),(N/A),P825479,10/25/2017,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2498885,-103.5124515,ROSETTA RESOURCES OPERATING LP,3492,4799,,-204353
42389361440000,"DELFIN OPERATING, LLC",L.E. CATLIN,6A,WELL,REEVES (TX),MARBLE FALLS,OIL,ACTIVE,H,3/1/2018,3/1/2018,153,96,122,,1,0,5,3,96,153,,,,,,,,,,,,,,,,,,,,,0,0,,0,96,153,,,,,,,,,1593.75,1590,627.451,0,627.5,153,1,96,1,122,1,1,1,,,,,,1,1,1,(N/A),(N/A),P828530,,14000,,,KRS,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.853616,-103.939475,"DELFIN OPERATING, LLC",96,153,,-204333
42389358960000,"NOBLE ENERGY, INC.",SAM PREWITT 255-256 UNIT A,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2018,4/1/2018,4860,4328,5138,,31,0,162,144,4328,4860,,,,,,,,,,,,,,,,,,,,,0,0,,0,4328,4860,,,,,,,,,1122.921,1120,890.535,0,890.5,4860,1,4328,1,5138,1,31,1,,,,,,1,1,1,(N/A),(N/A),P825478,6/16/2017,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2498785,-103.5123515,ROSETTA RESOURCES OPERATING LP,4328,4860,,-204326
42389365660000,JAGGED PEAK ENERGY LLC,STATE EILAND 1305A-33,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,900,1188,1338,,8,0,30,40,1188,900,,,,,,,,,,,,,,,,,,,,,0,0,,0,1188,900,,,,,,,,,757.576,760,1320,0,1320,900,1,1188,1,1338,1,8,1,,,,,,1,1,1,(N/A),(N/A),P833338,12/11/2017,15000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3628585,-103.0721377,JAGGED PEAK ENERGY LLC,1188,900,,-204324
42389365920000,EOG RESOURCES INCORPORATED,STATE STREET 20-29 C UNIT,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,120063,26904,46915,,281,0,4002,897,26904,120063,,,,,,,,,,,,,,,,,,,,,0,0,,0,26904,120063,,,,,,,,,4462.645,4460,224.082,0,224.1,120063,1,26904,1,46915,1,281,1,,,,,,1,1,1,(N/A),(N/A),P833582,1/14/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5829292,-103.8780679,"EOG RESOURCES, INC.",26904,120063,,-204305
42389362390000,"RESOLUTE NATURAL RES. CO., LLC",RANGER,L05H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,326,106,160,,1,0,11,4,106,326,,,,,,,,,,,,,,,,,,,,,0,0,,0,106,326,,,,,,,,,3075.472,3080,325.153,0,325.2,326,1,106,1,160,1,1,1,,,,,,1,1,1,(N/A),(N/A),P829472,11/6/2017,21012,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6646094,-103.701962,"RESOLUTE NATURAL RES. CO., LLC",106,326,,-204296
42389367340000,APACHE CORPORATION,GRANT #410BH,401BH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,7681,804,2084,,13,0,256,27,804,7681,,,,,,,,,,,,,,,,,,,,,0,0,,0,804,7681,,,,,,,,,9553.483,9550,104.674,0,104.7,7681,1,804,1,2084,1,13,1,,,,,,1,1,1,(N/A),(N/A),P835138,1/21/2018,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6661183,-103.8527678,APACHE CORPORATION,804,7681,,-204285
42389365900000,EOG RESOURCES INCORPORATED,STATE STREET 20-29 C UNIT,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,65869,13590,24568,,147,0,2196,453,13590,65869,,,,,,,,,,,,,,,,,,,,,0,0,,0,13590,65869,,,,,,,,,4846.873,4850,206.319,0,206.3,65869,1,13590,1,24568,1,147,1,,,,,,1,1,1,(N/A),(N/A),P833578,1/15/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5829292,-103.8778679,"EOG RESOURCES, INC.",13590,65869,,-204283
42389365570000,JAGGED PEAK ENERGY LLC,STATE EILAND 1305A-33,1H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,4/1/2018,4/1/2018,165,0,28,,0,0,6,0,0,165,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,165,,,,,,,,,,,0,0,0,165,1,0,,28,1,0,1,,,,,,1,1,1,(N/A),(N/A),P833335,12/16/2017,15000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3629185,-103.0721377,JAGGED PEAK ENERGY LLC,0,165,,-204251
42389362990000,"BTA OIL PRODUCERS, LLC",ARPENT 25 #2H,0,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,58029,22973,32645,,196,0,1934,766,22973,58029,,,,,,,,,,,,,,,,,,,,,0,0,,0,22973,58029,,,,,,,,,2525.965,2530,395.888,0,395.9,58029,1,22973,1,32645,1,196,1,,,,,,1,1,1,(N/A),(N/A),P830175,11/9/2017,11100,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6909192,-103.6606608,"BTA OIL PRODUCERS, LLC",22973,58029,,-204242
42389358230000,EOG RESOURCES INCORPORATED,STATE STREET 20-29 B UNIT,4H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,42930,8013,15168,,91,0,1431,267,8013,42930,,,,,,,,,,,,,,,,,,,,,0,0,,0,8013,42930,,,,,,,,,5357.544,5360,186.653,0,186.7,42930,1,8013,1,15168,1,91,1,,,,,,1,1,1,(N/A),(N/A),P824673,2/13/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5829192,-103.8746678,"EOG RESOURCES, INC.",8013,42930,,-204227
42389363660000,APACHE CORPORATION,BULL RUN #407AH,407AH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2017,4/1/2018,121618,27821,48091,,289,0,3010,662,7972,31332,,7972,31332,13194,0,7972,31332,13194,79,,,,,,,,,,,,662,3010,6979333,1163,19849,90286,,7972,31332,,,,,,4548.642,4370,219.846,0,219.8,90286,14,19849,14,34897,14,209,14,,,,,,1,1,2,(N/A),(N/A),P830990,12/26/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6637481,-103.8860691,APACHE CORPORATION,19849,90286,,-204164
42389363670000,APACHE CORPORATION,BULL RUN #408BH,408BH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2017,4/1/2018,237258,35464,75007,,450,0,5288,730,13554,78613,,13554,78613,26656,0,13554,78613,26656,160,,,,,,,,,,,,730,5288,9670167,1612,21910,158645,,13554,78613,,,,,,7240.758,6690,138.107,0,138.1,158645,14,21910,14,48351,14,290,14,,,,,,1,1,2,(N/A),(N/A),P830991,11/15/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6637481,-103.8861691,APACHE CORPORATION,21910,158645,,-204083
42389363960000,"CENTENNIAL RESOURCE PRODUCTION, LLC",TIN STAR B,L42H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,3/1/2018,13728,3623,5911,,35,0,443,117,3623,13728,,,,,,,,,,,,,,,,,,,,,0,0,,0,3623,13728,,,,,,,,,3789.125,3790,263.913,0,263.9,13728,1,3623,1,5911,1,35,1,,,,,,1,1,1,(N/A),(N/A),P831240,11/29/2017,19562,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.452923,-103.6253567,"CENTENNIAL RESOURCE PROD, LLC",3623,13728,,-204021
42389363950000,"CENTENNIAL RESOURCE PRODUCTION, LLC",TIN STAR A,L33H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,3/1/2018,13758,3771,6064,,36,0,444,122,3771,13758,,,,,,,,,,,,,,,,,,,,,0,0,,0,3771,13758,,,,,,,,,3648.369,3650,274.095,0,274.1,13758,1,3771,1,6064,1,36,1,,,,,,1,1,1,(N/A),(N/A),P831239,12/16/2017,19820,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.452993,-103.6254567,"CENTENNIAL RESOURCE PROD, LLC",3771,13758,,-203973
42389366140000,EOG RESOURCES INCORPORATED,STATE CORTEZ B,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,293824,86632,135603,,814,1,4817,1420,42097,140010,,,,,,,,,,,,,,,,,,,,,1485,5127,14034133,2339,44535,153814,,,,,,,,3450,3391.634,3390,294.843,289.5,289.5,153814,2,44535,2,70171,2,421,2,,,,,,1,1,2,(N/A),(N/A),P833853,1/11/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.651579,-103.8025657,"EOG RESOURCES, INC.",86632,293824,,-203953
42389362330000,"PARSLEY ENERGY OPERATIONS, LLC",RANGER C4-6-15,4315H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,44740,23952,31409,,188,0,733,393,1271,1668,,,,,,,,,,,,,,,,,,,,,756,1436,5971933,995,22681,43072,,,,,,,,1900,1867.902,1870,535.36,526.6,526.6,43072,2,22681,2,29860,2,179,2,,,,,,1,1,2,(N/A),(N/A),P829121,12/30/2017,11400,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3144585,-103.2305439,"PARSLEY ENERGY OPERATIONS, LLC",23952,44740,,-203951
42389366130000,EOG RESOURCES INCORPORATED,STATE CORTEZ A,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,256185,73674,116372,,698,1,4200,1208,34645,118424,,,,,,,,,,,,,,,,,,,,,1301,4592,12397833,2066,39029,137761,,,,,,,,3530,3477.278,3480,287.581,283.3,283.3,137761,2,39029,2,61989,2,372,2,,,,,,1,1,2,(N/A),(N/A),P833851,1/9/2018,14000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6515789,-103.8057659,"EOG RESOURCES, INC.",73674,256185,,-203916
42389362730000,NBL PERMIAN LLC,BLACK COBRA 1-2 UNIT A,0,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,24446,14753,18827,,113,0,815,492,14753,24446,,,,,,,,,,,,,,,,,,,,,0,0,,0,14753,24446,,,,,,,,,1657.019,1660,603.493,0,603.5,24446,1,14753,1,18827,1,113,1,,,,,,1,1,1,(N/A),(N/A),P829912,9/5/2017,13000,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2486976,-103.6086548,NBL PERMIAN LLC,14753,24446,,-203901
42389359100000,"NOBLE ENERGY, INC.",TRIGGER 39-40 UNIT C,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,3/1/2018,4/1/2018,44825,25978,33449,,201,0,735,426,7369,12022,,,,,,,,,,,,,,,,,,,,,620,1093,4815233,803,18609,32803,,,,,,,,1760,1725.498,1730,579.543,567.3,567.3,32803,2,18609,2,24076,2,144,2,,,,,,1,1,2,(N/A),(N/A),P825544,5/18/2017,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3386662,-103.5424529,ROSETTA RESOURCES OPERATING LP,25978,44825,,-203900
42389364450000,JAGGED PEAK ENERGY LLC,STATE T-REX 2610A-7,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,3/1/2018,1256,364,573,,3,0,41,12,364,1256,,,,,,,,,,,,,,,,,,,,,0,0,,0,364,1256,,,,,,,,,3450.549,3450,289.809,0,289.8,1256,1,364,1,573,1,3,1,,,,,,1,1,1,(N/A),(N/A),P831750,12/13/2017,15000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3445288,-103.0947387,JAGGED PEAK ENERGY LLC,364,1256,,-203889
42389362310000,"PARSLEY ENERGY OPERATIONS, LLC",RANGER C4-6-15,4311H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,21401,22705,26272,,158,0,351,372,1391,896,,,,,,,,,,,,,,,,,,,,,710,684,4946300,824,21314,20505,,,,,,,,960,942.568,940,1060.932,1039.5,1039.5,20505,2,21314,2,24732,2,148,2,,,,,,1,1,2,(N/A),(N/A),P829118,8/30/2017,11428,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3145485,-103.2305439,"PARSLEY ENERGY OPERATIONS, LLC",22705,21401,,-203876
42389365390000,CONCHO RESOURCES INC.,WHITE CROW UNIT,0,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,115033,89043,108215,,649,1,1886,1460,41842,57101,,,,,,,,,,,,,,,,,,,,,1573,1931,11371267,1895,47201,57932,,,,,,,,1230,1291.881,1290,774.065,814.8,814.8,57932,2,47201,2,56856,2,341,2,,,,,,1,1,2,(N/A),(N/A),P833065,12/1/2017,19590,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.0392266,-103.4690522,COG OPERATING LLC,89043,115033,,-203842
42389361550000,"OCCIDENTAL ENERGY COMPANY,INC.",JANEY STATE 24-25 UNIT,15H,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,2/1/2018,4/1/2018,232922,123428,162248,,973,1,2617,1387,49421,84957,,,,,,,,,,,,,,,,,,,,,1490,2961,11900290,1983,27822,56166,,,,,,,,1990,1887.108,1890,529.911,503.1,495.4,91799,2,49421,1,63581,1,381,1,,,,,,1,1,3,(N/A),(N/A),P828601,11/21/2017,21315,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2290501,-103.3757483,OXY USA WTP LP,123428,232922,,-203838
42389359090000,"NOBLE ENERGY, INC.",TRIGGER 39-40 UNIT C,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,3/1/2018,4/1/2018,54253,28739,37781,,227,0,889,471,7130,13232,,,,,,,,,,,,,,,,,,,,,720,1367,5689167,948,21609,41021,,,,,,,,1900,1887.783,1890,529.722,526.8,526.8,41021,2,21609,2,28446,2,171,2,,,,,,1,1,2,(N/A),(N/A),P825542,10/2/2017,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3386962,-103.5426529,ROSETTA RESOURCES OPERATING LP,28739,54253,,-203808
42389363350000,"RESOLUTE NATURAL RES. CO., LLC",THUNDER CANYON,C107SL,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,246908,21769,62920,,378,0,4048,357,877,8823,,,,,,,,,,,,,,,,,,,,,696,7936,12114567,2019,20892,238085,,,,,,,,11400,11342.184,11340,88.166,87.8,87.8,238085,2,20892,2,60573,2,363,2,,,,,,1,1,2,(N/A),(N/A),P830717,11/1/2017,19144,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6501088,-103.8209664,"RESOLUTE NATURAL RES. CO., LLC",21769,246908,,-203800
42389365380000,"UPCURVE ENERGY, LLC",SUNSHINE STATE 44,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,71903,13054,25038,,150,0,1179,214,594,5213,,,,,,,,,,,,,,,,,,,,,415,2223,4715000,786,12460,66690,,,,,,,,5350,5508.12,5510,181.55,186.8,186.8,66690,2,12460,2,23575,2,141,2,,,,,,1,1,2,(N/A),(N/A),P833036,12/2/2017,16375,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2692561,-103.7264591,"UPCURVE ENERGY, LLC",13054,71903,,-203796
42389362880000,NBL PERMIAN LLC,JALAPENO STATE 216-215 UNIT A,0,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,3/1/2018,4/1/2018,30613,25048,30150,,181,0,502,411,8531,5398,,,,,,,,,,,,,,,,,,,,,551,841,4143900,691,16517,25215,,,,,,,,1530,1222.173,1220,818.214,655,655,25215,2,16517,2,20720,2,124,2,,,,,,1,1,2,(N/A),(N/A),P830061,10/28/2017,13000,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.111313,-103.5645542,NBL PERMIAN LLC,25048,30613,,-203793
42389359110000,"NOBLE ENERGY, INC.",TRIGGER 39-40 UNIT C,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,3/1/2018,4/1/2018,45791,23674,31306,,188,0,751,388,4885,8770,,,,,,,,,,,,,,,,,,,,,626,1234,4991833,832,18789,37021,,,,,,,,1970,1934.232,1930,517.001,507.5,507.5,37021,2,18789,2,24959,2,150,2,,,,,,1,1,2,(N/A),(N/A),P825545,9/11/2017,13000,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3386762,-103.5425529,ROSETTA RESOURCES OPERATING LP,23674,45791,,-203792
