API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42389363100000,CARRIZO (PERMIAN) LLC,WOMAC 7557 ALLOC A,10H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,1/1/2018,4/1/2018,307844,83868,135175,,811,1,2565,699,7702,25813,,,,,,,,,,,,,,,,,,,,,833,2952,7950036,1325,23960,93929,,,,,,,,3540,3670.578,3670,272.437,282.2,255.1,105445,3,28882,3,46456,3,279,3,,,,,,1,1,4,(N/A),(N/A),P830347,9/24/2017,22630,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.4871729,-103.5306531,CARRIZO (PERMIAN) LLC,83868,307844,,-200751
42389357460000,"NOBLE ENERGY, INC.",LAURA WILDER 72-69 UNIT B,0,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,11/1/2017,4/1/2018,346480,137718,195465,,1173,1,1914,761,29905,63741,,137718,346480,195465,0,,,,,,,,,,,,,,,,1159,2739,9693516,1616,8934,25650,,,,,,,,2360,2515.866,2520,397.477,423.2,348.3,84913,2,35931,2,50083,2,300,2,,,,,,1,1,6,(N/A),(N/A),P823637,5/23/2017,20480,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.4156345,-103.5378531,ROSETTA RESOURCES OPERATING LP,137718,346480,,-200703
42389357500000,APACHE CORPORATION,MT. HUNTER,102CH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,9/1/2017,4/1/2018,586115,12229,109915,,659,1,2422,51,2104,70448,,9968,513124,95489,0,,,,,,,,,,,,,,,,89,3843,4379742,730,1076,72991,,,,,,,,43000,47928.285,47930,20.865,23.3,14.7,119146,2,2771,2,22629,2,136,2,,,,,,1,1,8,(N/A),(N/A),P823655,5/22/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.0524031,-103.7521594,APACHE CORPORATION,12229,586115,,-200531
42389359890000,APACHE CORPORATION,BULL RUN #401AH,401AH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,337402,69273,125507,,753,1,1592,327,3959,0,,65701,319315,118920,0,,,,,,,,,,,,,,,,759,3671,8225067,1371,3572,18087,,,,,,,,4840,4870.613,4870,205.313,206.8,197.5,110120,1,22772,2,41125,2,247,2,,,,,,1,1,7,(N/A),(N/A),P826551,7/6/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6637281,-103.8772688,APACHE CORPORATION,69273,337402,,-200421
42389359900000,APACHE CORPORATION,BULL RUN #501CH,501CH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,233647,50427,89368,,536,1,1102,238,1511,0,,47644,221878,84624,0,,,,,,,,,,,,,,,,494,2300,5263667,877,2783,11769,,,,,,,,4660,4633.371,4630,215.826,214.7,236.5,69002,1,14818,2,26318,2,158,2,,,,,,1,1,7,(N/A),(N/A),P826553,6/17/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6637281,-103.8771688,APACHE CORPORATION,50427,233647,,-200212
42389359910000,APACHE CORPORATION,LEE #401AH,401AH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,363191,76907,137439,,825,1,1713,363,3890,18753,,71143,336237,127183,0,,,,,,,,,,,,,,,,683,3194,7292267,1215,5764,26954,,,,,,,,4680,4722.47,4720,211.754,213.8,213.8,95822,2,20491,2,36461,2,219,2,,,,,,1,1,7,(N/A),(N/A),P826554,6/15/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6644482,-103.8728686,APACHE CORPORATION,76907,363191,,-200152
42389359920000,APACHE CORPORATION,LEE #402BH,402BH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,552392,80835,172900,,1037,1,2606,381,5475,33552,,75565,512971,161060,0,,,,,,,,,,,,,,,,785,4689,9396433,1566,5270,39421,,,,,,,,5980,6833.575,6830,146.336,167.3,133.7,140665,2,23538,2,46982,2,282,2,,,,,,1,1,7,(N/A),(N/A),P826555,6/22/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6644482,-103.8727686,APACHE CORPORATION,80835,552392,,-200106
42389360810000,BHP BILLITON PET(TXLA OP) CO,STATE APACHE 56-57-T3,1402 H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,256214,74784,117486,,705,1,1209,353,11547,37586,,62960,218402,99360,0,,,,,,,,,,,,,,,,485,1795,4703000,784,11824,37812,,,,,,,,3700,3426.054,3430,291.881,270.1,312.7,53844,2,14541,2,23515,2,141,2,,,,,,1,1,7,(N/A),(N/A),P827686,7/26/2017,15120,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.7239572,-103.8943701,BHP BILLITON PET(TXLA OP) CO,74784,256214,,-200008
42389359230000,NBL PERMIAN LLC,GELTEMEYER 297,3H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,72243,62368,74409,,446,0,341,294,1478,2024,,59494,68904,70978,0,,,,,,,,,,,,,,,,372,476,2708400,451,2874,3339,,,,,,,,1280,1158.334,1160,863.309,782.1,860.7,16454,3,15467,3,18209,3,109,3,,,,,,1,1,7,(N/A),(N/A),P825724,6/28/2017,13500,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1176932,-103.5206529,NBL PERMIAN LLC,62368,72243,,-199836
42389357690000,"NOBLE ENERGY, INC.",WYATT EARP 22-21 UNIT A,2HL,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,10/1/2017,4/1/2018,353231,176583,235455,,1413,1,1666,833,2583,4708,,170074,340249,226782,0,,,,,,,,,,,,,,,,1308,2513,10361900,1727,6509,12982,,,,,,,,1920,2000.368,2000,499.908,520.5,501.4,75393,2,39244,2,51810,2,311,2,,,,,,1,1,7,(N/A),(N/A),P823775,5/3/2017,20721,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.390915,-103.5401531,ROSETTA RESOURCES OPERATING LP,176583,353231,,-199800
42389359240000,"PARSLEY ENERGY OPERATIONS, LLC",TREES RANCH 14,4101H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,49933,49765,58087,,349,0,236,235,7056,6931,,44389,44812,51858,0,,,,,,,,,,,,,,,,342,370,2424600,404,5376,5121,,,,,,,,1080,1003.376,1000,996.635,926.1,1049.8,11094,2,10274,2,12123,2,73,2,,,,,,1,1,7,(N/A),(N/A),P825740,7/28/2017,15915,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3420592,-103.0629376,"PARSLEY ENERGY OPERATIONS, LLC",49765,49933,,-199777
42389359530000,"CENTENNIAL RESOURCE PRODUCTION, LLC",EADY B 4-59-60 2H,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,2/1/2018,368556,87168,148594,,892,1,2036,482,25907,91544,,87168,368556,148594,0,,,,,,,,,,,,,,,,963,4469,10245742,1708,11481,45788,,,,,,,,4640,4228.111,4230,236.512,215.4,250.7,138548,2,29845,2,52936,2,318,2,,,,,,1,1,6,(N/A),(N/A),P825955,5/12/2017,17313,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.460313,-103.5946556,"CENTENNIAL RESOURCE PROD, LLC",87168,368556,,-199525
42389357480000,APACHE CORPORATION,MT. HUNTER,101AH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,9/1/2017,4/1/2018,704702,12767,130217,,781,1,2912,53,2582,101313,,11219,631076,116398,0,,,,,,,,,,,,,,,,88,4694,5223355,871,745,73626,,,,,,,,53160,55197.149,55200,18.117,18.8,10.1,145502,2,2737,2,26987,2,162,2,,,,,,1,1,8,(N/A),(N/A),P823648,5/20/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.0523931,-103.7520594,APACHE CORPORATION,12767,704702,,-199522
42389359520000,"CENTENNIAL RESOURCE PRODUCTION, LLC",EADY A 4 59-60,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,2/1/2018,673645,106676,218950,,1314,1,3722,589,26301,103813,,106676,673645,218950,0,,,,,,,,,,,,,,,,1016,6711,12809419,2135,14560,104574,,,,,,,,6600,6314.869,6310,158.356,151.4,139.2,208056,2,31506,2,66182,2,397,2,,,,,,1,1,6,(N/A),(N/A),P825954,5/18/2017,17630,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.460243,-103.5945556,"CENTENNIAL RESOURCE PROD, LLC",106676,673645,,-199358
42389357110000,"NOBLE ENERGY, INC.",BILLY THE KID 31-24 UNIT A,6HL,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,9/1/2017,4/1/2018,294642,153785,202892,,1217,1,1218,635,265,1202,,125427,232847,164235,0,,,,,,,,,,,,,,,,919,1674,7186484,1198,13658,32012,,,,,,,,1820,1915.935,1920,521.938,548.8,426.7,57854,4,31016,4,40658,4,244,4,,,,,,1,1,8,(N/A),(N/A),P823125,3/14/2017,21126,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.358586,-103.5117519,ROSETTA RESOURCES OPERATING LP,153785,294642,,-199233
42389355550000,NBL PERMIAN LLC,FORREST STATE 216,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,4/1/2018,49694,35814,44096,,265,0,205,148,6462,6667,,30309,41065,37153,0,,,,,,,,,,,,,,,,409,200,2654903,442,3782,5359,,,,,,,,490,1387.558,1390,720.691,2042.2,705.7,16071,4,12682,2,13717,2,82,2,,,,,,1,1,8,(N/A),(N/A),P820804,3/20/2017,12500,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1252425,-103.560954,NBL PERMIAN LLC,35814,49694,,-199106
42389358120000,NBL PERMIAN LLC,BUSH 215,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,4/1/2018,66639,42461,53568,,321,0,275,175,8798,9348,,33541,52653,42317,0,,,,,,,,,,,,,,,,214,488,1771290,295,4178,5074,,,,,,,,2280,1569.417,1570,637.179,438.4,823.4,15124,2,8798,1,10356,1,62,1,,,,,,1,1,8,(N/A),(N/A),P824472,3/24/2015,12500,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1230926,-103.561454,NBL PERMIAN LLC,42461,66639,,-199071
42389355850000,NBL PERMIAN LLC,TAPSCOTT 147,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,4/1/2018,228251,112794,150836,,905,1,943,466,16547,20221,,83232,185646,114173,0,,,,,,,,,,,,,,,,570,714,4133516,689,19736,28750,,,,,,,,1250,2023.609,2020,494.167,797.6,686.5,98359,3,19736,8,32623,3,196,3,,,,,,1,1,8,(N/A),(N/A),P821381,4/11/2017,12500,,,HOEFS T-K,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2245087,-103.5856542,NBL PERMIAN LLC,112794,228251,,-199070
42389353980000,APACHE CORPORATION,CYPRESS STATE #101CH,101CH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,6/1/2017,4/1/2018,1666887,0,277815,,1667,2,4991,0,0,51769,,0,1232808,205468,0,,,,,,,,,,,,,,,,0,6968,6968000,1161,0,20338,,,,,,,,,,,0,0,0,279472,5,0,,46579,5,279,5,,,,,,1,1,11,(N/A),(N/A),P818533,3/8/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2969042,-103.9819683,APACHE CORPORATION,0,1666887,,-199030
42389359670000,APACHE CORPORATION,CYPRESS STATE #401AH,401AH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,8/1/2017,4/1/2018,286912,58110,105929,,636,1,1051,213,8033,30301,,45552,238155,85245,0,,,,,,,,,,,,,,,,328,1659,3624867,604,3970,24448,,,,,,,,5060,4937.395,4940,202.536,197.4,162.4,49778,2,9828,2,18124,2,109,2,,,,,,1,1,9,(N/A),(N/A),P826248,6/7/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2968442,-103.9755681,APACHE CORPORATION,58110,286912,,-199026
42389357760000,APACHE CORPORATION,MONT BLANC #103CH,103CH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,7/1/2017,4/1/2018,1794980,0,299163,,1795,2,5905,0,0,370,,0,1079598,179933,0,,,,,,,,,,,,,,,,0,1885,1884774,314,0,161142,,,,,,,,,,,0,0,0,289124,4,0,,48187,4,289,4,,,,,,1,1,10,(N/A),(N/A),P823948,4/24/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2143767,-103.8856642,APACHE CORPORATION,0,1794980,,-199017
42389357750000,APACHE CORPORATION,MONT BLANC #202AH,202AH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,1/1/2018,4/1/2018,344401,5932,63332,,380,0,2870,49,1767,96142,,,,,,,,,,,,,,,,,,,,,55,2864,3191464,532,1307,85118,,,,,,,,52480,58058.159,58060,17.224,19.1,15.4,96142,1,1767,1,17791,1,107,1,,,,,,1,1,4,(N/A),(N/A),P823947,3/20/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2143767,-103.8876643,APACHE CORPORATION,5932,344401,,-199010
42389353990000,APACHE CORPORATION,CYPRESS STATE #102AH,102AH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,6/1/2017,4/1/2018,4314372,0,719062,,4314,4,14239,0,0,35251,,0,2269146,378191,0,,,,,,,,,,,,,,,,0,13804,13803710,2301,0,360442,,,,,,,,,,,0,0,0,698074,4,0,,116346,4,698,4,,,,,,1,1,10,(N/A),(N/A),P818534,1/11/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2969042,-103.9820683,APACHE CORPORATION,0,4314372,,-199002
42389357730000,APACHE CORPORATION,SYCAMORE UNIT #401AH,401AH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,6/1/2017,3/1/2018,131361,39190,61084,,367,0,432,129,3038,6140,,32817,94363,48544,0,,,,,,,,,,,,,,,,261,531,2099419,350,1120,8731,,,,,,,,2030,3351.901,3350,298.338,492.6,128.3,34267,6,8105,2,13371,6,80,6,,,,,,1,1,10,(N/A),(N/A),P823897,3/28/2017,15000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2553355,-103.9077652,APACHE CORPORATION,39190,131361,,-199001
42389356620000,BHP BILLITON PET(TXLA OP) CO,STATE BLACK STONE 57-T3-36,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,4/1/2018,317372,76567,129462,,777,1,1497,361,13776,52321,,65898,268509,110650,0,,,,,,,,,,,,,,,,373,1654,3891967,649,10669,48863,,,,,,,,4440,4145.023,4150,241.253,225.4,218.3,52321,1,13776,1,22496,1,135,1,,,,,,1,1,7,(N/A),(N/A),P822272,4/12/2017,15240,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.6933873,-103.9214708,BHP BILLITON PET(TXLA OP) CO,76567,317372,,-198977
42389357060000,BHP BILLITON PET(TXLA OP) CO,STATE LAZY ACRE 57-T2-44,W101H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2018,4/1/2018,64698,13447,24230,,145,0,2157,448,13447,64698,,,,,,,,,,,,,,,,,,,,,0,0,,0,13447,64698,,,,,,,,,4811.333,4810,207.843,0,207.8,64698,1,13447,1,24230,1,145,1,,,,,,1,1,1,(N/A),(N/A),P823061,5/5/2017,15085,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.7677259,-103.9793742,BHP BILLITON PET(TXLA OP) CO,13447,64698,,-198947
42389357740000,APACHE CORPORATION,MONT BLANC #102AH,102AH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,7/1/2017,4/1/2018,2747893,26,458008,,2748,3,9039,0,0,17,,0,1808793,301465,0,,,,,,,,,,,,,,,,0,8290,8290065,1382,26,214919,,,,,,,,,105688192.3,105688190,0.009,0,0.1,464282,3,26,1,77380,3,464,3,,,,,,1,1,10,(N/A),(N/A),P823942,3/30/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2143767,-103.8877643,APACHE CORPORATION,26,2747893,,-198938
42389352770000,APACHE CORPORATION,REDWOOD #3H,3H,WELL,REEVES (TX),(N/A),GAS,ACTIVE,H,3/1/2017,4/1/2018,2620479,0,436747,,2620,3,6618,0,0,6346,,0,1281732,213622,0,0,2425656,404276,2426,,,,,,,,,,,,0,5340,5339733,890,0,86594,,0,166538,,,,,,,,0,0,0,347473,4,0,,57912,4,347,4,,,,,,1,1,14,(N/A),(N/A),P816475,11/17/2016,15000,,,(N/A),TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2689848,-103.9779678,APACHE CORPORATION,0,2453941,,-198935
42389357770000,APACHE CORPORATION,MONT BLANC #203CH,203CH,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,1/1/2018,4/1/2018,369979,1274,62937,,378,0,3083,11,229,106477,,,,,,,,,,,,,,,,,,,,,6,3137,3171321,529,488,85024,,,,,,,,542130,290407.378,290410,3.443,1.8,5.7,106477,1,488,4,17975,1,108,1,,,,,,1,1,4,(N/A),(N/A),P823949,5/23/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2143767,-103.8855642,APACHE CORPORATION,1274,369979,,-198913
42389360170000,"CENTENNIAL RESOURCE PRODUCTION, LLC",PISTOL C18-24 #1H,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,8/1/2017,3/1/2018,537387,82740,172305,,1034,1,2211,340,7497,38586,,68385,427146,139576,0,,,,,,,,,,,,,,,,613,3269,6948633,1158,7548,56805,,,,,,,,5330,6494.888,6490,153.967,187.6,132.9,98071,2,18398,2,34743,2,208,2,,,,,,1,1,8,(N/A),(N/A),P826997,6/5/2017,14642,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.4859021,-103.6451577,"CENTENNIAL RESOURCE PROD, LLC",82740,537387,,-198855
42389357780000,APACHE CORPORATION,CYPRESS STATE #402BH,402BH,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,5/1/2017,4/1/2018,386414,94293,158695,,952,1,1059,258,3720,7071,,62296,219856,98939,0,94293,386414,158695,952,,,,,,,,,,,,533,1113,4308533,718,3970,24448,,,,,,,,2090,4098.014,4100,244.021,478.7,162.4,59049,3,16484,3,26326,3,158,3,,,,,,1,1,12,(N/A),(N/A),P823925,3/20/2017,16000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.2968442,-103.9793682,APACHE CORPORATION,94293,386414,,-198777
42389358760000,"FOUNDERS OIL & GAS OPERATING,LLC",FOUNDERS JOHNSON STATE,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,7/1/2017,4/1/2018,423525,67725,138313,,830,1,1998,319,7610,0,,27912,116442,47319,0,,,,,,,,,,,,,,,,272,1414,3046933,508,8017,70000,,,,,,,,,6253.599,6250,159.908,0,114.5,85400,3,12136,6,26304,7,158,7,,,,,,1,1,7,(N/A),(N/A),P38935876,5/8/2017,14628,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.4607522,-103.70636,"FOUNDERS OIL & GAS OPERATING,LLC",67725,423525,,-198485
42389358180000,"CENTENNIAL RESOURCE PRODUCTION, LLC",CARPENTER STATE #3H,3H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,6/1/2017,2/1/2018,154167,113661,139356,,836,1,565,416,21148,24948,,106902,144857,131045,0,,,,,,,,,,,,,,,,986,1436,7351355,1225,6587,6237,,,,,,,,1460,1356.376,1360,737.259,686.8,1056.1,44502,2,30565,2,37982,2,228,2,,,,,,1,1,9,(N/A),(N/A),P824561,4/13/2017,14834,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1656412,-103.5486534,"CENTENNIAL RESOURCE PROD, LLC",113661,154167,,-197207
42389356560000,"CENTENNIAL RESOURCE PRODUCTION, LLC",SAMURAI 4-49 50 #1H,1H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2017,3/1/2018,1640048,235896,509237,,3055,3,4493,646,348,0,,154860,1030960,326687,0,235896,1640048,509237,3055,,,,,,,,,,,,1155,5939,12867161,2145,10230,63068,,,,,,,,5140,6952.42,6950,143.835,194.4,162.2,239896,2,36798,3,76781,3,461,3,,,,,,1,1,12,(N/A),(N/A),P822258,2/9/2017,20355,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.4727833,-103.5252528,"CENTENNIAL RESOURCE PROD, LLC",235896,1640048,,-196872
42389353500000,"RKI EXPLORATION & PRODUCTION, LLC",MAC STATE 20,2,WELL,REEVES (TX),(N/A),OIL,ACTIVE,H,5/1/2017,4/1/2018,1008555,309700,477792,,2867,3,2763,848,17287,45023,,160839,511444,246080,0,309700,1008555,477792,2867,,,,,,,,,,,,964,3166,8949167,1492,19030,64763,,,,,,,,3280,3256.555,3260,307.073,304.4,293.8,117710,8,35658,4,54479,4,327,4,,,,,,1,1,12,,,P817695,2/6/2017,15985,,,(N/A),TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.5922201,-103.7371626,RKI EXPLORATION & PRODUCTION LLC,309700,1008555,,-196640
42389356140000,"RKI EXPLORATION & PRODUCTION, LLC",PUMPERS PARADISE 16-10,3H,WELL,REEVES (TX),(N/A),OIL,ACTIVE,H,4/1/2017,4/1/2018,438084,29840,102854,,617,1,1204,82,0,2544,,5382,97391,21614,0,24060,357363,83621,502,,,,,,,,,,,,29,570,745032,124,5780,80721,,0,2544,,,,,19520,14595.845,14680,68.513,51.2,71.6,80721,13,5780,12,19234,13,115,13,,,,,,1,1,12,,,P821156,2/4/2017,16033,,,(N/A),TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.9696055,-103.957679,RKI EXPLORATION & PRODUCTION LLC,29840,435540,,-196410
42389354800000,"CENTENNIAL RESOURCE PRODUCTION, LLC",RUSSELL 6H,6H,WELL,REEVES (TX),TREND AREA,OIL,ACTIVE,H,4/1/2017,1/1/2018,262682,205393,249173,,1495,1,858,671,11523,10211,,143287,175606,172555,0,,,,,,,,,,,,,,,,1395,1586,9955000,1659,10501,12873,,,,,,,,1140,1278.924,1280,781.907,879.7,815.7,49153,2,43242,2,51434,2,309,2,,,,,,1,1,10,(N/A),(N/A),P819662,1/31/2017,14835,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1496619,-103.5354531,"CENTENNIAL RESOURCE PROD, LLC",205393,262682,,-196076
42389337260000,"CENTENNIAL RESOURCE PRODUCTION, LLC",NICHOLAS 2H,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2017,2/1/2018,240136,76235,116258,,698,1,719,228,1636,3514,,44810,139820,68113,0,,,,,,,,,,,,,,,,300,1203,3001032,500,5398,18773,,,,,,,,4010,3149.944,3150,317.466,249.1,287.5,37292,2,9867,3,15505,2,93,2,,,,,,1,1,11,(N/A),(N/A),P821873,1/16/2017,14849,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3516757,-103.569154,"CENTENNIAL RESOURCE PROD, LLC",76235,240136,,-195971
42389353240000,APACHE CORPORATION,CHINOOK #101AH,817422,WELL,REEVES (TX),CONS,GAS,ACTIVE,H,4/1/2017,4/1/2018,1106893,17242,201724,,1210,1,3314,52,6285,149059,,13330,386995,77829,0,16975,1025670,187920,1128,,,,,,,,,,,,126,3430,4184806,697,267,81223,,6285,149059,,,,,,87417.541,64200,11.439,0,3.3,249373,8,6285,1,42921,8,258,8,,,,,,1,1,11,,,P817422,1/19/2017,16000,,,ALPINE HIGH,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.1686488,-103.7910609,APACHE CORPORATION,10957,957834,,-195920
42389358640000,"CENTENNIAL RESOURCE PRODUCTION, LLC",PARKER A UNIT,2H,WELL,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,11/1/2017,3/1/2018,305827,132655,183626,,1102,1,2025,879,26773,53874,,,,,,,,,,,,,,,,,,,,,1072,2312,8745677,1458,23026,62264,,,,,,,,2160,2305.431,2310,433.758,463.9,369.8,71658,2,33243,2,45186,2,271,2,,,,,,1,1,5,(N/A),(N/A),P825155,6/19/2017,19686,,,PHANTOM,TX,8,PERMIAN BASIN,USA,,0,0,,,,(N/A),P-440,31.3316057,-103.6162556,"CENTENNIAL RESOURCE PROD, LLC",132655,305827,,-195536
