Entity ID,API/UWI,API/UWI List,Monthly Production Date,Monthly Oil,Monthly Gas,Monthly Water,Well Count,Days,Daily Avg Oil,Daily Avg Gas,Daily Avg Water,Reservoir,Well/Lease Name,Well Number,Operator Alias,Production Type,Production Status,Entity Type
130109267,42389360520000,,12/1/2017,18731,120566,0,1,,604.23,3889.23,0,WOLFCAMP,WOLFMAN B 21-24,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109267,42389360520000,,1/1/2018,31638,264494,0,1,,1020.58,8532.06,0,WOLFCAMP,WOLFMAN B 21-24,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109267,42389360520000,,2/1/2018,24741,229116,0,1,,883.61,8182.71,0,WOLFCAMP,WOLFMAN B 21-24,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109267,42389360520000,,3/1/2018,20312,198712,0,1,,655.23,6410.06,0,WOLFCAMP,WOLFMAN B 21-24,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109266,42389359620000,,11/1/2017,10323,12356,23349,1,,344.1,411.87,778.3,WOLFCAMP,BLACKSTONE WEST,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109266,42389359620000,,12/1/2017,13919,21424,36110,1,,449,691.1,1164.84,WOLFCAMP,BLACKSTONE WEST,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109266,42389359620000,,1/1/2018,7558,11554,18923,1,,243.81,372.71,610.42,WOLFCAMP,BLACKSTONE WEST,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109266,42389359620000,,2/1/2018,8122,13246,20394,1,,290.07,473.07,728.36,WOLFCAMP,BLACKSTONE WEST,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109266,42389359620000,,3/1/2018,6763,10844,16916,1,,218.16,349.81,545.68,WOLFCAMP,BLACKSTONE WEST,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109264,42389357190000,,12/1/2017,33478,99648,89209,1,,1079.94,3214.45,2877.71,WOLFCAMP,BRASS MONKEY STATE UNIT,852H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109264,42389357190000,,1/1/2018,40247,118928,116819,1,,1298.29,3836.39,3768.35,WOLFCAMP,BRASS MONKEY STATE UNIT,852H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109264,42389357190000,,2/1/2018,26280,85180,76279,1,,938.57,3042.14,2724.25,WOLFCAMP,BRASS MONKEY STATE UNIT,852H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109264,42389357190000,,3/1/2018,21386,71921,62076,1,,689.87,2320.03,2002.45,WOLFCAMP,BRASS MONKEY STATE UNIT,852H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109264,42389357190000,,4/1/2018,16837,61841,48870,1,,561.23,2061.37,1629,WOLFCAMP,BRASS MONKEY STATE UNIT,852H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109263,42389357140000,,1/1/2018,46708,126433,119500,1,,1506.71,4078.48,3854.84,WOLFCAMP,BRASS MONKEY STATE UNIT,804H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109263,42389357140000,,2/1/2018,30499,90556,78030,1,,1089.25,3234.14,2786.79,WOLFCAMP,BRASS MONKEY STATE UNIT,804H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109263,42389357140000,,3/1/2018,24820,76459,63501,1,,800.65,2466.42,2048.42,WOLFCAMP,BRASS MONKEY STATE UNIT,804H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109263,42389357140000,,4/1/2018,19540,65744,49992,1,,651.33,2191.47,1666.4,WOLFCAMP,BRASS MONKEY STATE UNIT,804H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109226,42389361690000,,3/1/2018,15776,49934,111733,1,,508.9,1610.77,3604.29,WOLFCAMP,RICHMOND 39,3H,DEVON ENERGY CORPORATION,OIL,ACTIVE,COM
130109226,42389361690000,,4/1/2018,25245,102266,178797,1,,841.5,3408.87,5959.9,WOLFCAMP,RICHMOND 39,3H,DEVON ENERGY CORPORATION,OIL,ACTIVE,COM
130109224,42389360510000,,12/1/2017,14947,80286,73997,1,,482.16,2589.87,2387,WOLFCAMP,WOLFMAN A 4 21-24,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109224,42389360510000,,1/1/2018,21826,148225,108052,1,,704.06,4781.45,3485.55,WOLFCAMP,WOLFMAN A 4 21-24,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109224,42389360510000,,2/1/2018,12080,92362,59803,1,,431.43,3298.64,2135.82,WOLFCAMP,WOLFMAN A 4 21-24,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109224,42389360510000,,3/1/2018,10431,81077,51640,1,,336.48,2615.39,1665.81,WOLFCAMP,WOLFMAN A 4 21-24,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109223,42389360100000,,3/1/2018,22026,67252,73932,1,,710.52,2169.42,2384.9,WOLFCAMP,RICHMOND 39,2H,DEVON ENERGY CORPORATION,OIL,ACTIVE,COM
130109223,42389360100000,,4/1/2018,35246,137732,118308,1,,1174.87,4591.07,3943.6,WOLFCAMP,RICHMOND 39,2H,DEVON ENERGY CORPORATION,OIL,ACTIVE,COM
130109222,42389359830000,,8/1/2017,156,0,0,1,,5.03,0,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,9/1/2017,5061,0,0,1,,168.7,0,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,10/1/2017,4830,7280,0,1,,155.81,234.84,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,11/1/2017,11953,110707,0,1,,398.43,3690.23,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,12/1/2017,7614,89185,0,1,,245.61,2876.94,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,1/1/2018,5633,59715,0,1,,181.71,1926.29,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,2/1/2018,5880,73829,0,1,,210,2636.75,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,3/1/2018,6092,75491,0,1,,196.52,2435.19,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109222,42389359830000,,4/1/2018,5743,66971,0,1,,191.43,2232.37,0,WOLFCAMP,FOUNDERS O'BRIEN STATE,3H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109216,42389359610000,,11/1/2017,11907,16910,24585,1,,396.9,563.67,819.5,WOLFCAMP,BLACKSTONE WEST,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109216,42389359610000,,12/1/2017,20461,32387,38022,1,,660.03,1044.74,1226.52,WOLFCAMP,BLACKSTONE WEST,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109216,42389359610000,,1/1/2018,10458,15753,19924,1,,337.35,508.16,642.71,WOLFCAMP,BLACKSTONE WEST,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109216,42389359610000,,2/1/2018,11295,18928,21474,1,,403.39,676,766.93,WOLFCAMP,BLACKSTONE WEST,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109216,42389359610000,,3/1/2018,9342,15373,17811,1,,301.35,495.9,574.55,WOLFCAMP,BLACKSTONE WEST,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109215,42389358760000,,4/1/2018,8107,70000,0,1,,270.23,2333.33,0,WOLFCAMP,FOUNDERS JOHNSON STATE,1H,"DOUBLE EAGLE OPERATING, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,10/1/2017,5424,6827,23319,1,,174.97,220.23,752.23,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,11/1/2017,15523,25083,66735,1,,517.43,836.1,2224.5,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,12/1/2017,9826,16916,42243,1,,316.97,545.68,1362.68,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,1/1/2018,893,520,3839,1,,28.81,16.77,123.84,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,2/1/2018,26,0,112,1,,0.93,0,4,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109214,42389358660000,,3/1/2018,6706,11550,28830,1,,216.32,372.58,930,WOLFCAMP,BALMORHEA STATE B,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109164,42389352950000,,12/1/2017,42947,94905,117872,1,,1385.39,3061.45,3802.32,TREND AREA,TYCOON D,752H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109164,42389352950000,,1/1/2018,75652,172673,207622,1,,2440.39,5570.1,6697.48,TREND AREA,TYCOON D,752H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109164,42389352950000,,2/1/2018,61687,155437,169210,1,,2203.11,5551.32,6043.21,TREND AREA,TYCOON D,752H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109164,42389352950000,,3/1/2018,48097,114459,130975,1,,1551.52,3692.23,4225,TREND AREA,TYCOON D,752H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109164,42389352950000,,4/1/2018,41590,105797,112747,1,,1386.33,3526.57,3758.23,TREND AREA,TYCOON D,752H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109163,42389359720000,,9/1/2017,4013,9566,18953,1,,133.77,318.87,631.77,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,10/1/2017,16701,50942,77557,1,,538.74,1643.29,2501.84,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,11/1/2017,12206,39035,57373,1,,406.87,1301.17,1912.43,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,12/1/2017,11159,35463,52587,1,,359.97,1143.97,1696.35,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,1/1/2018,9185,27002,43367,1,,296.29,871.03,1398.94,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,2/1/2018,7175,22570,33920,1,,256.25,806.07,1211.43,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109163,42389359720000,,3/1/2018,6862,24609,32475,1,,221.35,793.84,1047.58,TREND AREA,CABRITO STATE,7H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109162,42389352200000,,12/1/2017,10664,20652,23033,1,,344,666.19,743,TREND AREA,SURE SHOT,901H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109162,42389352200000,,1/1/2018,28981,67374,59699,1,,934.87,2173.35,1925.77,TREND AREA,SURE SHOT,901H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109162,42389352200000,,2/1/2018,18217,42499,37821,1,,650.61,1517.82,1350.75,TREND AREA,SURE SHOT,901H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109162,42389352200000,,3/1/2018,15531,37402,32446,1,,501,1206.52,1046.65,TREND AREA,SURE SHOT,901H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109162,42389352200000,,4/1/2018,12542,30937,26379,1,,418.07,1031.23,879.3,TREND AREA,SURE SHOT,901H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109161,42389359220000,,12/1/2017,4453,2289,9980,1,,143.65,73.84,321.94,WOLFCAMP,SUNDOWN,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109161,42389359220000,,1/1/2018,25741,23577,57690,1,,830.35,760.55,1860.97,WOLFCAMP,SUNDOWN,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109161,42389359220000,,2/1/2018,19633,18347,44001,1,,701.18,655.25,1571.46,WOLFCAMP,SUNDOWN,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109161,42389359220000,,3/1/2018,15679,15027,35139,1,,505.77,484.74,1133.52,WOLFCAMP,SUNDOWN,1H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,6/1/2017,15823,51150,44402,1,,527.43,1705,1480.07,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,7/1/2017,27459,103028,77055,1,,885.77,3323.48,2485.65,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,8/1/2017,17926,65570,50304,1,,578.26,2115.16,1622.71,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,9/1/2017,13666,48915,38349,1,,455.53,1630.5,1278.3,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,10/1/2017,11436,41889,32092,1,,368.9,1351.26,1035.23,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,11/1/2017,10383,37276,29137,1,,346.1,1242.53,971.23,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,12/1/2017,9671,38006,27139,1,,311.97,1226,875.45,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,1/1/2018,9449,35310,26516,1,,304.81,1139.03,855.35,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,2/1/2018,6488,24029,18207,1,,231.71,858.18,650.25,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109057,42389358730000,,3/1/2018,8936,32603,25076,1,,288.26,1051.71,808.9,WOLFCAMP,LITTLE FUNDAMENTAL 4-52,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109056,42389358450000,,12/1/2017,25721,52990,75744,1,,829.71,1709.35,2443.35,TREND AREA,SURE SHOT,903H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109056,42389358450000,,1/1/2018,69899,172868,196317,1,,2254.81,5576.39,6332.81,TREND AREA,SURE SHOT,903H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109056,42389358450000,,2/1/2018,43937,109046,124370,1,,1569.18,3894.5,4441.79,TREND AREA,SURE SHOT,903H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109056,42389358450000,,3/1/2018,37459,95965,106698,1,,1208.35,3095.65,3441.87,TREND AREA,SURE SHOT,903H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109056,42389358450000,,4/1/2018,30250,79377,86745,1,,1008.33,2645.9,2891.5,TREND AREA,SURE SHOT,903H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109054,42389357580000,,6/1/2017,34219,48796,92377,1,,1140.63,1626.53,3079.23,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,7/1/2017,35844,55947,96764,1,,1156.26,1804.74,3121.42,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,8/1/2017,27554,36872,74385,1,,888.84,1189.42,2399.52,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,9/1/2017,21898,30050,59116,1,,729.93,1001.67,1970.53,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,10/1/2017,22798,33363,61545,1,,735.42,1076.23,1985.32,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,11/1/2017,20117,32206,54308,1,,670.57,1073.53,1810.27,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,12/1/2017,18098,30432,48857,1,,583.81,981.68,1576.03,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,1/1/2018,16298,27628,43998,1,,525.74,891.23,1419.29,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,2/1/2018,13876,26309,37460,1,,495.57,939.61,1337.86,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109054,42389357580000,,3/1/2018,14386,26878,38836,1,,464.06,867.03,1252.77,WOLFCAMP,HIGHTOWER STATE UNIT,2H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109053,42389357130000,,1/1/2018,52862,127057,104585,1,,1705.23,4098.61,3373.71,WOLFCAMP,BRASS MONKEY STATE UNIT,851H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109053,42389357130000,,2/1/2018,34517,91005,68291,1,,1232.75,3250.18,2438.96,WOLFCAMP,BRASS MONKEY STATE UNIT,851H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109053,42389357130000,,3/1/2018,28090,76838,55575,1,,906.13,2478.65,1792.74,WOLFCAMP,BRASS MONKEY STATE UNIT,851H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109053,42389357130000,,4/1/2018,22114,66069,43752,1,,737.13,2202.3,1458.4,WOLFCAMP,BRASS MONKEY STATE UNIT,851H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109052,42389357120000,,1/1/2018,39416,87295,127697,1,,1271.48,2815.97,4119.26,WOLFCAMP,BRASS MONKEY STATE UNIT,801H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109052,42389357120000,,2/1/2018,25737,62524,83382,1,,919.18,2233,2977.93,WOLFCAMP,BRASS MONKEY STATE UNIT,801H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109052,42389357120000,,3/1/2018,20945,52791,67856,1,,675.65,1702.94,2188.9,WOLFCAMP,BRASS MONKEY STATE UNIT,801H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109052,42389357120000,,4/1/2018,16489,45393,53421,1,,549.63,1513.1,1780.7,WOLFCAMP,BRASS MONKEY STATE UNIT,801H,CONCHO RESOURCES INC.,OIL,ACTIVE,COM
130109051,42389356570000,,10/1/2017,12881,11568,35859,1,,415.52,373.16,1156.74,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,11/1/2017,15789,12673,43954,1,,526.3,422.43,1465.13,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,12/1/2017,11176,9415,31112,1,,360.52,303.71,1003.61,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,1/1/2018,6467,6614,18003,1,,208.61,213.35,580.74,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,2/1/2018,7089,6123,19735,1,,253.18,218.68,704.82,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,3/1/2018,7423,6976,20665,1,,239.45,225.03,666.61,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109051,42389356570000,,4/1/2018,5646,5717,15718,1,,188.2,190.57,523.93,WOLFCAMP,TREES RANCH 14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,5/1/2017,3164,2839,0,1,,102.06,91.58,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,6/1/2017,19182,29197,0,1,,639.4,973.23,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,7/1/2017,11857,18059,0,1,,382.48,582.55,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,8/1/2017,10129,17646,0,1,,326.74,569.23,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,9/1/2017,9222,18473,0,1,,307.4,615.77,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,10/1/2017,7991,17301,0,1,,257.77,558.1,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,11/1/2017,7454,18659,0,1,,248.47,621.97,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,12/1/2017,6838,17768,0,1,,220.58,573.16,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,1/1/2018,5976,18032,0,1,,192.77,581.68,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,2/1/2018,4433,12253,0,1,,158.32,437.61,0,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109050,42389356130000,,3/1/2018,4735,15516,4412,1,,152.74,500.52,142.32,WOLFCAMP,DOC GARDNER,3H,"CENTENNIAL RESOURCE PRODUCTION, LLC",OIL,ACTIVE,COM
130109049,42389356040000,,9/1/2017,1790,6249,23980,1,,59.67,208.3,799.33,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,10/1/2017,32578,182048,134787,1,,1050.9,5872.52,4347.97,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,11/1/2017,44058,194496,117221,1,,1468.6,6483.2,3907.37,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,12/1/2017,35833,168082,99086,1,,1155.9,5422,3196.32,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,1/1/2018,21250,103483,74164,1,,685.48,3338.16,2392.39,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,2/1/2018,17118,79987,63793,1,,611.36,2856.68,2278.32,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,3/1/2018,14209,65266,55335,1,,458.35,2105.35,1785,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109049,42389356040000,,4/1/2018,14049,63735,56324,1,,468.3,2124.5,1877.47,WOLFCAMP,ALAMEDA STATE UNIT 54-8-1,606H,ENERGEN CORPORATION,OIL,ACTIVE,COM
130109048,42389355960000,,6/1/2017,3576,4439,13281,1,,119.2,147.97,442.7,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109048,42389355960000,,7/1/2017,23597,29666,87636,1,,761.19,956.97,2826.97,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109048,42389355960000,,8/1/2017,25403,32885,94343,1,,819.45,1060.81,3043.32,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109048,42389355960000,,9/1/2017,19769,23271,73419,1,,658.97,775.7,2447.3,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109048,42389355960000,,10/1/2017,16971,23428,63028,1,,547.45,755.74,2033.16,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
130109048,42389355960000,,11/1/2017,13237,20111,49160,1,,441.23,670.37,1638.67,WOLFCAMP,RANGER C4-6-14,4301H,"PARSLEY ENERGY OPERATIONS, LLC",OIL,ACTIVE,COM
